Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
1777,George Fox,2.0,"8 gb card works fine in the device, but this 32 gb card will unmount when moving or copying large amounts of data.Never tried reformatting or in-depth troubleshooting, but I expect products from a reputable company like SanDisk to just work.",2013-09-20,444,0,1,1,-1,0.0,0.0
1778,George Hammack,3.0,I have seen and purchased these at lower prices so I was disappointed on the cost but I needed them pretty quickly and I knew Sandisc's are good SD cards.,2014-06-22,169,0,0,0,0,0.0,0.0
1790,getitonline,1.0,"forget loading this into your cart.  a one day pause and this junk went up 16.99, in ONE DAY.  I don't give money to aXXholes.",2013-03-12,636,0,2,2,-2,0.0,0.0
1791,G. Evans,1.0,"I didn't  even have this card installed in my Motorola  Razor HD for 6 months when I turned my phone on yesterday and got a message stating I removed my card before properly unmounting it first even though it was still installed. I plugged it into my PC adapter and nothing! I lost about 300 documents and over 500 pictures, but i'm glad that I just backed up everything 2 weeks ago. Worked great until it died far to soon and without any warning at all. Be sure to backup all your important data frequently!",2013-03-23,625,4,1,5,3,0.8,0.3755346297625253
1795,G. Georgiades,1.0,Sandisk has the name but in my experience the quality and speed is not there. My lexar lasted longer and outperformed this chip.,2013-10-12,422,0,0,0,0,0.0,0.0
1799,Giancarlo Arriola,3.0,"im currently using it for my nokia lumia 810 and my camera, works very well and very fast! but expensiveEdit: I was really happy with the card until I had to record video on it. It seems that it doesnt write fast and my recordings end up being choppy and unwatchable. I was really disappointed in it, cuz I had to switch back to my phone's storage when recording video.",2013-01-22,685,0,0,0,0,0.0,0.0
1803,Gilles,2.0,This might be my 3rd 32 GB disk that I buy from scanDisk.They work for few months and then NOTHING...My tablet wont detect them anymore... my computer wouldn't either.Quite disappointing.,2014-05-06,216,0,0,0,0,0.0,0.0
1813,G. Kohler,1.0,"Ordered it on 1/10/13, never received the first 2 sup[posed shipments then 32 days later an envelope arrives with a counterfeit SD card that was detected as fake with H2TESTW software after writing only 71mb's it crashed several times. No hologram or individual serial number on the Chinese knock off packaging either. Make sure you know where they are coming from! Only buy these from reputable authorized dealers! It's worth the extra couple bucks to avoid this frustration!",2014-02-13,298,0,0,0,0,0.0,0.0
1829,GMac,1.0,"A month and a half after purchase...  My device powered off while the card was in use (batteries ran out).  Since then, doesn't work.  The device doesn't recognize it.  Doesn't respond to recovery, reformatting, partitioning... nothing.  I've used EaseUS, ZAR, HP USB Disk Format, and a couple others.  No dice.  Nothing can read it or fix it.",2012-11-11,757,0,0,0,0,0.0,0.0
1843,GoTheDistance,1.0,"Received two today and they have ""Made in China"" imprinted on them.  Although they were detected and formatted fine to capacity in both Samsung phone and tablet, lets see if they hold up and not suffer premature death like many have reported.  Thinking I should've gone with ""Made in Korea"" Samsung SD cards instead if they had 64GB size.Update: Bought two 12/2012 and one year later with very light use one of the cards started locking up the phone with ""wait or close"" prompt when deleting files off of it.  Should've gone with Made in South Korea Samsung card.  Sandisk is garbage these days.",2012-12-12,726,1,1,2,0,0.5,0.0945312057342307
1856,Graycloud Rios,1.0,dont even bother to try - will not show up in finder and will not show up if placed on any reader,2013-03-23,625,0,1,1,-1,0.0,0.0
1857,GreenWeaver,1.0,"I got this for my Samsung Galaxy Tab 7.7 (p6800) and it worked great for about 3 weeks - September 18 through today, October 7.  It just died while I had the tablet attached to my PC and was copying another file onto it, so I've changed my rating from 5 stars to just 1 star.  I'd give 0 stars if I could.  Another user warned me that this had happened to him after 4 1/2 months, but 3 weeks?!?!?!?!?  I've reported this to Amazon and asked for a refund.Stay as far away from this card as you can, at least for the Galaxy Tab 7.7.UPDATE:  Amazon refunded my money for this card, and I replaced it with the Samsung equivalent, which is STILL working perfectly.  Don't waste your time and money on this card - get the Samsung.",2012-09-21,808,0,0,0,0,0.0,0.0
1860,Greg,1.0,after 4 months it stopped working i got a new one form SanDisk but I'm very apprehensive to put it on my phone.,2014-06-30,161,0,0,0,0,0.0,0.0
1866,"Gregory P. Alford ""Senior Consultant""",1.0,"This is one of those basic items that usually just work. In my case, I received one that just did not work. A couple of weeks ago, my phone reported an error and so I reformatted the card and transferred my music back onto it. Unfortunately it failed again two days ago and it won't even format now. I have had good luck with SanDisk before, but this one was not a good experience.",2013-05-02,585,1,1,2,0,0.5,0.0945312057342307
1874,Greg_Z,1.0,"I just don't get what has happened to SanDisk quality.  It seems to have gone down over the years.  This product was glitchy from day one.  I thought it would be fine after a quick check disk, but then it only got worse.  After less than a week I have to return it.  What upsets me is that this is not my first bad experience with SanDisk products.  I used to buy them all the time, they were my brand of choice for flash memory (cards or thumb drives).  The last three products I have bought from them have had problems and failed either immediately or shortly after usage.  So I give up.  I will start looking to other companies for my memory needs.  I bought a Transcend to replace this.  I hope it works out better.",2014-03-18,265,0,0,0,0,0.0,0.0
1885,GS,1.0,I should have known better. Everyone is complaining about this memory card if you read reviews on specialized forums. Last time I buy anything from Sandisk.,2014-03-27,256,1,0,1,1,1.0,0.2065493143772374
1887,"G. Stucco ""mr guido""",1.0,"Broke after  2 weeks.....I will go back to Samsung HD cards... This was a waste of time and money. Actually, I should ask for a refund",2013-07-12,514,1,0,1,1,1.0,0.2065493143772374
1890,gt,1.0,"I have zero complaints, this card does exactly what it should. I'm amazed by how inexpensive memory cards continue to get. These things are really useful to throw on your keychain because they're so small.Update: From 5 stars to 1. Dead after 4 months. Appears to be a fairly common issue: [...] Let's see how the RMA process goes....",2012-04-11,971,0,0,0,0,0.0,0.0
1901,"Guy Milliron ""Guy M.""",3.0,"Like many here, mine failed and I lost my data (but being smart, I had a backup).  After further investigation, I found this product is NOT compatible with Android and a number of devices (cameras, phones, gps unit).  Windows seems to love it though.  Wish I had a windows device that could use 32G... my only one uses a whopping 100k at best.  What a Waste.UPDATE: Reformated is as FAT32 and works ok in my android devices and my Sony camera for about 3 months now.  Still, I keep a hot quick backup (OTA) every day to my desktop computer... I'll just say I'm not 100% confident in it yet.",2012-06-11,910,0,0,0,0,0.0,0.0
1904,G. Wright,1.0,"I got this for my brand new Nokia Lumia 810, but there is some kind of problem, the card is horribly slow, I can't record HD video to it, it studders.  I've tried reformatting several times to no avail.  I didn't have any of these problems with my old 32gb class 4 sandisk card...  There are other people having this problem as well, seems hit or miss.  I can't recommend this card at this time for this reason.EDIT:  I've contacted SanDisk and they are RMAing the card.  I'll improve the rating if the new card corrects the problem.EDIT: Got the new card, problem still exists...EDIT: I've suffered with this card for a year now, the only problem is that I cannot take video without studders, so I figured maybe software updates would eventually fix the problem.  They have not.  I have used multiple different camera apps, and the problem still persists.",2012-12-26,712,1,0,1,1,1.0,0.2065493143772374
1910,H. Al-Harethi,3.0,"I purchased this card on a daily lighting deal for my new Samsung Galaxy Note II. It was recognized without issues. I connected it with its adapter to my computer's card reader to transfer about 3Gb of data and the best consistent transfer rate (average) was roughly 13Mbps... That's less than %50 of the advertised transfer rate.To be fair, I've used the same external card reader with my Sony HX100 digital camera with an SD card (16Gb class 10) and I get double the transfer rate of what I've gotten for this card.Here is the setup:1- SD Adapter included with this card.2- External 12-in-1 USB 2.0 card reader connected to a USB 2.0 port on my PC3- Files transferred were of varying sizes.4- Transferred from 2TB Seagate X2 SATA3 HDD (connected to SATA2 port)5- Windows 8 Enterprise x64 (oh yah baby)The only excuse I give this card for its bad performance is the files were relatively small sizes but some of them were as large as 50Mb... This still does not justify the very low transfer rate.I am not really picky because this card will reside inside my super phone but still it does not justify the money paid for this card.I hope this will help others.",2012-10-31,768,5,2,7,3,0.7142857142857143,0.3589344518326193
1911,Hamlet423,1.0,"Major issues, bought FROM san disk but only worked briefly, now when I try to reformat it reports itself as a 30 meg removeable drive in both windows and macos--not sure if its defective or a mislabeled one--but got direct from amazon so just very disapointed. Will stick with transcend from now on I think.",2013-11-23,380,0,0,0,0,0.0,0.0
1926,HappyinPlymouth,3.0,"Will review, when I install and use. Product arrived on time. Appears  to be quality and what I need. Will review soon.",2012-11-12,756,0,1,1,-1,0.0,0.0
1931,HarlequinGrey,3.0,The product met my expectations (I expected it would go in my S3.) That's about all there is to say.,2012-02-12,1030,0,0,0,0,0.0,0.0
1950,Heather moakley,3.0,I started to have trouble with my card after about 3 months. I shall attempt to get a replacement and hopefully the new one lasts much longer.,2013-07-07,519,0,0,0,0,0.0,0.0
1962,-----,1.0,"after doing some tests between a generic memory card and this sandisk i am very disappointed. i bought the 32 gig class (10) card.i swore i picked ""original packaging"" but it was shipped with out original packaging... i will be returning this card for the following reasons:these tests were done using the sd card ports on my pc.my generic class (6) 32 gig card has upload speed of 22MB (write) and a transfer speed of 8.5.my sandisk i just bought, it has an upload speed peaking at 32MB (write) and a transfer speed of 6.5 to maybe 8.5 if im lucky.the write speed is ok, but why is the transfer speed so much more low. why isnt it at least 10MB if not 12MB if sandisk is typically so modest in their classifications?and whats the deal with the no classification marking on this sd card... i dont see class (10) anywhere on this card....amazon you will be getting this back!",2012-11-14,754,0,1,1,-1,0.0,0.0
1963,"Henree Garcia ""HG""",1.0,"First, it kept unmounting on the Galaxy Note 10.1I got it replaced.I used the replacement on my Galaxy S4 and it heats up my phone when charging. IT GETS VERY HOT. GS4 does not get hot with other sd cards. awaiting my second replacement.",2013-02-08,668,0,0,0,0,0.0,0.0
1972,Hepotter,3.0,"The chip worked fine, fit perfectly, but it is SO TINY, if it falls out you are going to have a hard time finding it.If your application is a Tablet, or pad, if it has a &#34;push-in&#34; holder...you will want to put some tape, or other securing agent across the top of the chip and onto the Table sides.  If I had thought of it, clear finger nail polish would have worked just fine, or even a half drop of super glue on the top.I didn't, and it's forever gone now.  I changed from Android to Ipad and very satisfied that I upgraded to Apple.",2014-06-18,173,0,1,1,-1,0.0,0.0
1973,"Herbert York ""atwb""",1.0,Piece of crap died two months after I bought itI am sure that makes it on me to buy anotherGREAT!,2013-06-15,541,0,2,2,-2,0.0,0.0
1977,"H_Huck ""Huck""",1.0,"Used it in a Samsung Galaxy S3 and it was ruined within a month.  Second one I went through on that phone.  Contacted Verizon, Samsung, SanDisk, Google, and read a lot of forums.  Turns out a lot of people were having the issue with that phone and these cards.Of course the girlfriend threw away the card so I couldn't return it, so I don't know if the issue was fixed or if was a bad batch of cards that went out or what.  It's been a few months and I haven't seen the problem as much as before, so I can only assume it was a bad batch.I've had another card in my phone for a while and haven't had any issues, so for now I can't recommend this specific card unless their issue has been addressed.",2013-01-28,679,0,0,0,0,0.0,0.0
1993,"Honest  John ""Truth""",3.0,The card was good.  Haven't had a problem with it yet.  Good price.  Fit the product I bought it for.,2014-02-24,287,0,0,0,0,0.0,0.0
2011,hrbud,1.0,"Do not get this card especially if you plan on using it on an Android phone.  just google ""sd card unexpectedly removed"" and I found the problem is caused directly by this card.  I purchased a different brand and the problem immediately disappears.  Out of curiosity I tried mounting this card into a windows PC and on rare occasions the sd card does turn up empty, as if it was removed, so the problem is not limited to android.  I would avoid this card completely.",2013-03-26,622,0,0,0,0,0.0,0.0
2018,Hubert Farnsworth,3.0,"UPDATE 6/18/14: Well, I suppose nothing lasts forever. After almost a year, the card has gone bad. I use the card a lot in my smartphone - a T-Mobile Samsung Galaxy S3 (SGH-T999). All my photos, voice recordings, and downloads go on this card, and the downloads are transferred to my computer almost daily via USB cable. A few days ago, a video file I transferred to my computer refused to play correctly. No video, and the audio was skipping and squealing, which I recognize as the sound of a corrupted file. I thought maybe the transfer didn't complete; tried it again, same result. I tried to play the file right on the phone, and it didn't play on my phone! I knew there was a problem. I tried copying the video to my phone storage and playing it there, still no luck. Then I deleted the video and decided to download it directly to my phone, not the SD card - EUREKA. It played perfectly.I formatted the SDXC card twice - once from the phone and once through Windows - and tried the same test. Downloaded video file to the card, then to the phone. Same result both times - it wouldn't play on the SD card, but it did on the phone. All videos used to play perfectly on the SD card. Finally, I swapped out the card for my older, Sandisk Ultra 32GB Micro SDXC card. Like magic, it worked perfectly no matter what I played on it. So yeah, the 64GB card is dead. I should note that the card performed flawlessly for nearly a year up until a few days ago.Thankfully, Sandisk Ultra products like this carry an incredible Lifetime warranty - or 10 years for regions that don't recognize ""lifetime""; their Extreme line of cards raise that to 30 years! I've contacted their support for an RMA so I'll update this review as events unfold. If they replace it quickly, I'll bump this back up to 5 stars.ORIGINAL REVIEW:I'm using a Samsung Galaxy S3 smartphone. Sandisk Ultra Micro SD cards have never failed me, and this one's no exception. I used to have a 32gb card. They're fast and reliable and never corrupt data, which is more than can be said for some cheaper brands like PNY (those fail quite often). I can't wait to get the new 128GB model!",2014-04-29,223,0,0,0,0,0.0,0.0
2028,"Huy Kim Ly ""Roy""",1.0,"I bought this with Costco Black Friday deal and started using just a couple of days ago.  Today when I was transferring video files from my phone to the card, I wasn't able to because it stopped half way.  Now, nothing can be written on it.It was purchased from Costco, so it's not a fake Microsdhc card.  I tested it out its authenticity with an app on Google Play and verified that it's real too.  Still, it's a piece junk.  What is Sandisk doing to its reputation?I would advise shopper to choose other brands over this.  Surely, it's cheap; but would you rather lose all of the important files that you store in it?",2012-11-25,743,1,4,5,-3,0.2,0.0362241086324301
2042,Ignacio,1.0,"After a small preasure while trying to remove it from a device it got brokenAlso, the I/O speed is not amazing, even for a Class 10",2013-08-04,491,0,0,0,0,0.0,0.0
2051,Impetigo,2.0,"I have to assume that the brand new 64gb SanDisk Ultra Class 10 SDXC card is responsible for the occasional video recording stutter/pausing that has happened since I started using it today.  Prior to that, never had an issue with my previous SanDisk SDHC card.  But today on its maiden trip, it has led each video (only 3-5 minutes long each) to have several performance issues that by default I have to attribute to the card since nothing else has changed and I've never had an issue in the four months that I've had my Galaxy Note 2.  No problems formatting this card though or installing/using it otherwise.",2013-07-13,513,0,0,0,0,0.0,0.0
2062,Ironosity,1.0,Just started unmounting and remounting all by itself.  Really sucked the battery life for a while there. A quick google search showed this to be a common problem.  Oh well...,2013-03-25,623,0,0,0,0,0.0,0.0
2075,Iwillreviewlol,2.0,"I have had the 32gb in my Galaxy S3 for almost three months and there were no issues. However, the phone just recently started telling me the card has unrecognized files or it is empty, causing the loss of my media. I chose to format it after seeing the error for too long, chalking it up to some random error. Somehow, yesterday, all of the files on my card magically reappeared and I was able to play my music again, despite having had the phone format the card. Shortly afterwards, the error reappeared. I put the card in my computer and it is simply not appearing. Shame, but I think this is a risky card to purchase.",2013-01-15,692,1,0,1,1,1.0,0.2065493143772374
2141,"Jamming Jedi ""jammingjedi""",3.0,I get the occasional dropped frames when using it to record HD video in HD camera. Solid for the 1 couple of weeks. Time will tell.,2014-10-02,67,0,0,0,0,0.0,0.0
2146,J. Arce Araya,3.0,"Used on a Galaxy Note and so far it has been great, fast card and excelent brand, a+ performance !Update may 10 2013, it stopped working! It does not work with my Galaxy Note or my PC, sadly it is not recognized by any device...",2012-12-15,723,0,0,0,0,0.0,0.0
2160,jason,1.0,Crashed... Lost everything... Thanks SanDisk.  Used in gs4..not a solid product couple years worth of stuff gone in an instant.,2013-10-18,416,0,1,1,-1,0.0,0.0
2161,Jason,1.0,"These have issues with gopro, do not use. The transfer speed is inaccurate, and gopro has even admitted it doesn't support this.",2014-02-26,285,1,0,1,1,1.0,0.2065493143772374
2168,"Jason ""Smart Shopper""",1.0,"I ordered this memory card for my Drift Ghost-S action camera. I started getting errors and the camera was freezing and saying there was a storage problem. I assumed the camera was faulty and actually exchanged it for another camera. Same errors. I switched to a SanDisk Extreme card and never had problems again.If you're going to be recording HD video, especially at high frame rates then do not get this card. I'm sure it would be fine in any other scenario though, but it's advertised as a class 10/UHS 1 card and it's just not as fast as other class 10/UHS 1 cards.Drift Innovation (the company that makes the Ghost-S camera I use) has stated in multiple support tickets with me not to use any ""SanDisk Ultra cards"" because they do not perform fast enough for the camera and will result in slow card errors. They work ok until you try recording 1080p video at higher frame rates.",2014-06-05,186,0,0,0,0,0.0,0.0
2170,"Javier Fonseca ""Javier Fonseca""",1.0,"It worked fine at a start and offered great speeds, but after a few months my cell phone started to eject and reconnect it several times per day (at least once per hour).  That made my phone eat up its whole battery life in half the time.  I installed Watchdog and noticed that the Google+ process also incremented its CPU usage.  I read somewhere that it was caused by this kind of problems with microSD cards, probably because the process was trying to scan the memory once inserted.  In another forum there are also reports of this kind of problems with some of the latest generation SanDisk microSD cards.Now I decided to purchase a Samsung one which can be found similarly priced.  My phone stopped acting up, and its battery life came back to normal.",2013-05-26,561,0,0,0,0,0.0,0.0
2204,"jbwam ""jbwam""",2.0,"I just called Sandisk and they say they have a new card version that corrects the problem. 1-866-SANDISK (726-3475)Sandisk Tech says that the new package will show that the card is made after March, 2013 (don't know if that includes March, but probably does), and it should be corrected. Some older than late 2012 reportedly are ok.  Who knows.They even say that they will provide a free UPS return label.Of course, you are taking a risk as to whether the problem is really fixed, so keep backups.  I don't know what I would do.",2013-06-14,542,1,0,1,1,1.0,0.2065493143772374
2205,"JCB ""dependanSEA""",1.0,"Fast card while it worked.  Died less than a week after return period expired....  Must note though that that is the nature of any memory storage card or drive.  Some fail, some last forever.  Not SanDisk's fault, not amazons fault - it is what it is.  BUT it is for this reason that i think Amazon should extend the return period on items which fall into this category.  Dont worry amazon, i still love you - but feel like your played the role of a proctologist on this one...",2012-12-14,724,0,0,0,0,0.0,0.0
2218,"J. Dominique Andre ""Dominique Andre""",1.0,"I bought it for my new galaxy note and I realized the device didn't recognize it...tried it on other devices, laptops, desktop, macbook didn't work...Very disappointed !",2013-12-25,348,0,0,0,0,0.0,0.0
2237,Jeff,1.0,"This card was dead on arrival and did not work whatsoever. When copying files to it, the transfer speed was below 1MB/s and then when I would eject the card the contents I just transferred would be lost. The card refused to format, I got an error message that the lock was on when it was not. Definitely a dud. I exchanged for a Kingston card of the same size which worked and still works flawlessly.",2013-01-02,705,0,1,1,-1,0.0,0.0
2249,Jennifer,1.0,I don't notice any significant performance increase over the less expensive class 4 sandisk sd card.  I don't recommend this card.,2012-11-13,755,0,3,3,-3,0.0,4.8683609171202235e-17
2251,"J. Enrique Ortiz ""okje""",2.0,"I bought it for a Samsung s3 and had continuous problems of messages saying it wasn't connected, etc.  Replaced it wit the equivalent Trascend and never had a problem for the past several months.  It would work on a PC with ana adapater and then failed to format in any device so I had to RMA given the lifetime guarantee.  A hassle.",2014-08-06,124,0,0,0,0,0.0,0.0
2270,jerzy p.,3.0,Quickly went bad. I used it for maybe 2 weeks. Better keep your receipt. Too bad i didn't.Bad deal. period.,2013-07-26,500,0,0,0,0,0.0,0.0
2277,Jesus Contreras,2.0,"Unfortunately this sd card is not fully compatible with the samsung galaxy s2. I installed it and the phone would &#34;check&#34; it only to tell me &#34;SD card ready for removal&#34;. This was a continuous cycle and even after formatting to FAT32, NTFS, and FAT the card would not work and would revert back to exFAT format.I do recommend this product for those who can get it to work but my 3-stars rating is only due to a lack of compatibility listing on the product site.",2013-09-04,460,0,0,0,0,0.0,0.0
2281,Jewell D. Britt,3.0,"I chose this item because of the speed of the memory and also because of the SanDisk brand and I wasn't disappointed.  The memory works fine in my Motorola Razor-M cell phone allowing me to store movies, pictures, and music that I can play on my phone.  The adapter, on the other hand, feels flimsy and fragile.  I had trouble inserting it into two different readers and even then it felt like like it was going to break.  I have several other adapters and this adapter feels like the material is much thinner than the others.  Having said that, I didn't purchase the memory for the adapter I purchased it for the speed rating and compatibility.  All things being equal I would consider purchasing the memory again.",2014-06-01,190,0,0,0,0,0.0,0.0
2287,J. Foust,1.0,"I have exclusively used Sandisk Extreme cards in my pro photography gear for years and they have NEVER let me down. This one is a dud, though. I plugged it in, let my phone format it, and then start copying to it. Everything copied just fine, but after I got done, that's when it started acting up.If I had my phone plugged into the computer and was using it as a storage device, I got tons of CRC errors and/or messages saying that I needed to format the card before using it. The phone would come up from time to time saying that I had inserted a blank card. If I reboot the phone, it works fine for a little bit, and the errors would start again. I thought maybe it was the way the phone formatted, so I tried to format it on the computer, but that didn't help anything.Very frustrating! Thankfully I've had it for 2 days before the trouble started, so it's going back to Amazon for a refund and I'll have to find a more reliable card for my phone.",2013-08-02,493,0,1,1,-1,0.0,0.0
2288,J. Gauntlett,1.0,The card worked great at first. I've never had a problem with Sandisk in the past but I bought this card for my Galaxy S3 back in October and it was dead by December. I'm sorely disappointed by this purchase. Maybe it's just a faulty card but my experience was terrible so this gets one star.,2013-12-01,372,0,1,1,-1,0.0,0.0
2289,"J. Gerving ""JAG""",1.0,"never looked to verify the capacity of this card, it is clearly labeled 64gb but when installed it clearly is not. When installed into any computer it shows 27.4gb available with 1.68 used. So beware if you order one to make sure you are getting what you pay for.",2014-01-29,313,0,1,1,-1,0.0,0.0
2344,"JM ""J.M.""",3.0,Anybody getting this 64 GB card be aware that this card before use  needs to be formatted. The problem is that computers only format 32 GB or less ( I got only 28 GB formatted)  of the card. SanDisk don't tell that to nobody. So what's the use to buy such expensive card when you can only use 32 GB instead of the 64. You can Google it and discover that other people had the same problem. I wish i knew.I bought it to put it on my Galaxy Note 2 android phone. I think they shouldn't even sell the 64 GB or at least informed the people. I heard that there are applications that could make it work but when i buy something I expect that to work without the need of hassling around since i'm not a geek.,2013-04-01,616,0,1,1,-1,0.0,0.0
2360,Joe Brawn,2.0,"I bough it because it said it was fast, but not. I'm only getting 13Mb/s with an Galaxy Note II a very fast an excellent phone.",2013-02-25,651,0,3,3,-3,0.0,4.8683609171202235e-17
2372,"Joel R. Daniel ""JRDevo""",3.0,"Why is you buy a 16GB card and when you install it, you have only 14.8 GB? Exactly where does that 1GB+ I PAID FOR...go to?",2014-04-28,224,0,1,1,-1,0.0,0.0
2375,JOE MAL,2.0,The class ten card failed and jamed my phone a KYOCERA RISE : it was replaced with another regular H D 32GB SanDisk card and is working fine. The micro SDHC CARDS are 1/3 less in price than they used to be and are a best buy by far.Your Music PalJoe Mal,2014-07-01,160,0,0,0,0,0.0,0.0
2385,Joeyd1275,1.0,"im so upset right now it just died , turned on my phone and all my movies pics music all gone. card just died after three months bullcrap.",2012-11-20,748,0,0,0,0,0.0,0.0
2420,John,3.0,"I was really excited when this came out I have a Mac Air and a lot of music and film on it so the ability to stick this in my MiniDrive was great, it was that or buy a 128GB MiniDrive Air which is like $30 more that this and I already had a MiniDrive.  Problem is its not very fast, not fast enough, my girlfriend has a new 128GB MiniDrive and it runs way faster than this in my old adapter and new sandisk 128.  Its great though 128gb in this little chip glad its out cause now its just a matter of time before they make it better.Thanks",2014-04-16,236,1,1,2,0,0.5,0.0945312057342307
2422,"John ""John N.""",1.0,"I have only had this for about 2 months and it is already dead. My GoPro doesnt see the memory card, my PC doesnt see the memory card, both of my laptops do not see it.",2014-04-07,245,1,1,2,0,0.5,0.0945312057342307
2431,johnnydoggs,1.0,"I bought two of these from a major electronics retailer to make sure I don't get a bootleg one and they both crapped out on me. I usually buy from amazon but I needed them rig away . So unless that company has bought a large batch of bootleg cards or maybe I'm retarded. I bought them from the same store but different locations. I have switched brands now. Not taking anymore chances just in case a flood of bootleg ones hit the retail chains too. It worked fine at first but as the card filled up both times, both times they died and my pc or phone couldn't reformat it or recognize it. Good luck if you buy this major name brand, I thought they were the best too but not for me I guess.",2013-01-29,678,0,0,0,0,0.0,0.0
2434,John Q,1.0,"I bought this to store all my music on my phone, but it doesn't work. The phone has trouble reading from the card, and I keep having to reformat it. Buy one from Sony or some other company instead, especially if you have a GS3",2014-02-19,292,0,0,0,0,0.0,0.0
2437,"John Seidner ""John""",1.0,"Was working fine for 2 months. Randomly stopped working. Is not recognized by my computer or cell phone. I am beyond the Amazon return window, so this absolutely sucks.Wasted my money.",2012-12-15,723,0,0,0,0,0.0,0.0
2456,Jonathan,3.0,"This is the second SanDisk micro SD that I've had to return due to some sort of error.  I am thinking I just have bad luck and hopefully 3rd time is the charm.During the time it was working properly, it seemed to be quick.",2013-02-25,651,0,0,0,0,0.0,0.0
2459,Jon Daley,1.0,"I first tried putting it in my camera, without formatting.  It just said &#34;insert another card&#34;.  I put it into my linux computer, and it output lots of errors in the syslog, and fsck wouldn't work at all, just error'ed out, so I couldn't even format it.My windows computer couldn't recognize it either, though it tried to format it.  My phone didn't give any errors, but I wasn't able to really test it there.  (I do wonder if just the mini to standard adapter is the problem, since my phone has a mini slot, and everywhere else that I tried it needed the adapter...Exchanging for a different brand, and I'll see what happens.",2013-05-19,568,0,0,0,0,0.0,0.0
2461,Jonelle Phillips,1.0,I purchased four (4) items from amazon and when I opened the box my 32gb memory card was missing. So rating this product is truly impossible,2013-09-27,437,0,2,2,-2,0.0,0.0
2469,Joongyu Lee,3.0,"It works fine with my galaxy note 8.0... it is hard to review now for performance, but the price is good... I think.",2013-06-19,537,0,0,0,0,0.0,0.0
2495,Josh D. Ladd,1.0,"Everything transfered over to my new SD card fine, but now my phone will randomly lose the SD card and have to search and re-scan it. Tried another SD card and no problems. Now I can only get a refund since its out of stock.Updated 12/9/12-SD card will not not work. My phone or computer will not read it. Lost everything. I'd advise if you are looking to purchase an SD card look at another brand.",2012-06-12,909,1,1,2,0,0.5,0.0945312057342307
2497,"Josh ""Josh""",3.0,"Even though it says my review is for the 32gb version it's for the 64gb. Not sure why it says 32gb above.I received this card to use in my 2013 MacBook Air for extra storage. I liked that the speeds were up to 30 MB/s. I figured there would be a little bit of a fudge factor but not this much.While I can consistently get almost 45 MB/s read speeds, the write speeds were only around 10.5 MB/s.I guess you could average these together but I don't think that's really the point. :-)I didn't see a review that dealt with this specifically so hopefully this will help someone else out in the future.Update: Only now did I go back and read the tiny print that ""Write speeds may be slower"". Well, that is obvious now but I think 1/4 of the speed is a lot slower.",2013-09-09,455,0,0,0,0,0.0,0.0
2510,J. Parnell,1.0,"After I put this card in my new S4, my camera would hang and just not respond to anything. Some apps also stopped working.  I put in my old 16GB card and everything worked fine.",2013-05-28,559,0,0,0,0,0.0,0.0
2520,"J. R. O. Neal ""Islidur""",3.0,It stores data and does a good job at it. What else can you say about something that has become so common place in today's world?,2014-09-05,94,0,0,0,0,0.0,0.0
2521,J. Roseboom,1.0,"I thought buying this directly from amazon would guarantee me an ""authentic"" sandisk.  Honestly, I'm not sure if I got an ""authentic"" one or not, but it's failed within 6 months.  Either it's not authentic or sandisk has really dropped the ball on quality.  P.s. it's made in CHINA - if that tells you anything.",2013-06-16,540,0,0,0,0,0.0,0.0
2523,"J. Ryan ""luzzo""",1.0,"Sadly I missed the return window by a couple of days.  this card got flaky in my galaxy note 2, a little google research and it appears this is a very well known and widespread issue with these class 10 32gb cards.  Avoid until it's fixed.",2013-12-02,371,0,1,1,-1,0.0,0.0
2528,J.S.,1.0,"Despite the Class 10 rating, this card has much slower write speeds than some others and there are numerous examples online of it not being fast enough to work with the high resolution video from the GoPro Hero 3 Black Edition. If you're using that camera, choose one of the cards recommended on their site.",2013-04-09,608,2,0,2,2,1.0,0.3423802275066531
2530,J. Smith,1.0,"This died so fast and I barely used it.  in fact, I did not even put anything on it and it died.  My pad recognized it for a few weeks, but when I went to put stuff on it, it was dead.Complete garbage, stay away.",2014-01-19,323,0,1,1,-1,0.0,0.0
2539,"Juan A. Almada Jr. ""Juan""",3.0,I purchased this product a few months back as a replacement for another 32GB Sandisk memory card that wasn't even a year old that ceased to work. After using this memory card for a few months I started having the same problem where the card randomly stops working or is not even recognized by my Galaxy S3 phone. I tried plugging it into my computer with the provided adapter and it seldom gets recognized. This card is not worth the money for it will not last. Buy PNY or any other brand. Sandisk has lost a customer.03/12/2013 - Amazon.com rocks! They refunded the full amount of the purchase! Kudos to them!,2013-11-03,400,0,0,0,0,0.0,0.0
2552,"Juan P. Bretti Mandarano ""Juan Pedro""",3.0,"This is a great speed card.More than 20 MB/sec. Works perfect on my Android device Samsung Galaxy SII (GT-I9100). Also works perfect using CyanongenMod 10.1.The only downside: the price. Is an expensive card.I use it for music playback, like PowerAmp, Spotify and Rdio. Works flawless.",2013-10-02,432,0,0,0,0,0.0,0.0
